,person_id,player_name,birthdate,school,country,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,greatest_75_flag
72,202079,Antonio Anderson,1985-06-05 00:00:00,Memphis,USA,6-6,215.0,2,,Guard,Inactive,N,0,,N
73,76036,Daniel Anderson,1951-01-01 00:00:00,Southern California,USA,6-2,185.0,2,33,Guard,Inactive,N,1610612757,Trail Blazers,N
74,1507,Derek Anderson,1974-07-18 00:00:00,Kentucky,USA,6-5,195.0,12,1,Guard,Inactive,N,1610612757,Trail Blazers,N
75,76037,Dwight Anderson,1960-12-28 00:00:00,Southern California,USA,6-3,185.0,1,20,Guard,Inactive,N,1610612743,Nuggets,N
76,944,Eric Anderson,1970-05-26 00:00:00,Indiana,USA,6-9,220.0,2,42,Forward,Inactive,N,1610612752,Knicks,N
77,246,Greg Anderson,1964-06-22 00:00:00,Houston,USA,6-10,250.0,10,0,Center-Forward,Inactive,N,1610612759,Spurs,N
78,202341,James Anderson,1989-03-25 00:00:00,Oklahoma State,USA,6-6,213.0,6,5,Guard-Forward,Inactive,N,1610612759,Spurs,N
79,76040,Jerome Anderson,1953-10-09 00:00:00,West Virginia,USA,6-5,195.0,2,21-23,Guard,Inactive,N,1610612754,Pacers,N
80,1626147,Justin Anderson,1993-11-19 00:00:00,Virginia,USA,6-5,231.0,7,,Forward-Guard,Inactive,N,0,,N
81,72,Kenny Anderson,1970-10-09 00:00:00,Georgia Tech,USA,6-1,168.0,14,,Guard,Inactive,N,0,,N
82,76041,Kim Anderson,1955-05-12 00:00:00,Missouri,USA,6-7,200.0,1,42,Forward,Inactive,N,1610612757,Trail Blazers,N
83,203937,Kyle Anderson,1993-09-20 00:00:00,UCLA,USA,6-9,230.0,9,5,Forward-Guard,Active,N,1610612750,Timberwolves,N
84,76042,Michael Anderson,1966-03-23 00:00:00,Drexel,USA,5-11,184.0,1,10,Guard,Inactive,N,1610612759,Spurs,N
85,76043,Mitchell Anderson,1960-09-23 00:00:00,Bradley,USA,6-8,195.0,3,11,Forward,Inactive,N,1610612762,Jazz,N
86,98,Nick Anderson,1968-01-20 00:00:00,Illinois,USA,6-6,228.0,14,5,Forward-Guard,Inactive,N,1610612753,Magic,N
87,76045,Richard Anderson,1960-11-19 00:00:00,California-Santa Barbara,USA,6-10,240.0,6,35,Forward,Inactive,N,1610612757,Trail Blazers,N
88,76046,Ron Anderson,1958-10-15 00:00:00,Fresno State,USA,6-7,215.0,10,35,Forward,Inactive,N,1610612755,76ers,N
89,201583,Ryan Anderson,1988-05-06 00:00:00,California,USA,6-9,240.0,12,,Forward,Inactive,N,0,,N
90,1000,Shandon Anderson,1973-12-31 00:00:00,Georgia,USA,6-6,215.0,10,49,Guard-Forward,Inactive,N,1610612752,Knicks,N
91,335,Willie Anderson,1967-01-08 00:00:00,Georgia,USA,6-8,200.0,8,35,Guard-Forward,Inactive,N,1610612759,Spurs,N
92,101149,Martynas Andriuskevicius,1986-03-12 00:00:00,Zalgiris,Lithuania,7-2,240.0,2,15,Center,Inactive,N,1610612739,Cavaliers,N
93,76049,Don Anielak,1930-11-01 00:00:00,Missouri State,USA,6-7,190.0,1,12,Forward,Inactive,N,1610612752,Knicks,N
94,1628387,Ike Anigbogu,1998-10-16 00:00:00,UCLA,USA,6-10,250.0,3,,Center,Inactive,N,0,,N
95,76050,Michael Ansley,1967-02-08 00:00:00,Alabama,USA,6-7,225.0,3,54,Forward,Inactive,N,1610612753,Magic,N
96,1512,Chris Anstey,1975-01-01 00:00:00,South East Melbourne,Australia,7-0,249.0,2,22,Center,Inactive,N,1610612742,Mavericks,N
97,203507,Giannis Antetokounmpo,1994-12-06 00:00:00,Filathlitikos,Greece,7-0,243.0,10,34,Forward,Active,N,1610612749,Bucks,Y
98,1628961,Kostas Antetokounmpo,1997-11-20 00:00:00,University of Dayton,Greece,6-10,200.0,4,37,Forward,Inactive,N,1610612747,Lakers,N
99,203648,Thanasis Antetokounmpo,1992-07-18 00:00:00,Panathinaikos,Greece,6-7,219.0,5,43,Forward,Active,N,1610612749,Bucks,N
100,2546,Carmelo Anthony,1984-05-29 00:00:00,Syracuse,USA,6-7,238.0,20,7,Forward,Inactive,N,1610612747,Lakers,Y
101,1630175,Cole Anthony,2000-05-15 00:00:00,North Carolina,USA,6-3,185.0,3,50,Guard,Active,N,1610612753,Magic,N
102,21,Greg Anthony,1967-11-15 00:00:00,UNLV,USA,6-1,180.0,11,50,Guard,Inactive,N,1610612752,Knicks,N
103,201202,Joel Anthony,1982-08-09 00:00:00,UNLV,Canada,6-9,245.0,11,30,Center,Inactive,N,1610612748,Heat,N
104,203544,Pero Antic,1982-07-29 00:00:00,Olympiacos,Macedonia,6-11,260.0,2,6,Forward-Center,Inactive,N,1610612737,Hawks,N
105,1628384,O.G. Anunoby,1997-07-17 00:00:00,Indiana,United Kingdom,6-7,232.0,6,3,Forward,Active,N,1610612761,Raptors,N
106,2737,Rafael Araujo,1980-08-12 00:00:00,Brigham Young,Brazil,6-11,270.0,4,55,Center,Inactive,N,1610612761,Raptors,N
107,76053,Stacey Arceneaux,1936-02-17 00:00:00,Iowa State,USA,6-4,210.0,1,,Forward,Inactive,N,1610612737,Hawks,N
108,76054,Nate Archibald,1948-09-02 00:00:00,Texas-El Paso,USA,6-1,150.0,13,1,Guard,Inactive,N,1610612758,Kings,Y
109,2425,Robert Archibald,1980-03-29 00:00:00,Illinois,Scotland,6-11,250.0,3,34,Forward,Inactive,N,1610612761,Raptors,N
110,1627853,Ryan Arcidiacono,1994-03-26 00:00:00,Villanova,USA,6-3,195.0,6,,Guard,Inactive,N,0,,N
111,76055,Jim Ard,1948-09-19 00:00:00,Cincinnati,USA,6-9,215.0,4,34,Center,Inactive,N,1610612738,Celtics,N
112,2240,Gilbert Arenas,1982-01-06 00:00:00,Arizona,USA,6-4,215.0,12,10,Guard,Inactive,N,1610612764,Wizards,N
113,2772,Trevor Ariza,1985-06-30 00:00:00,UCLA,USA,6-8,215.0,18,,Forward,Inactive,N,0,,N
114,76056,Paul Arizin,1928-04-09 00:00:00,Villanova,USA,6-4,190.0,10,11,Forward,Inactive,N,1610612744,Warriors,Y
115,76057,Joe Arlauckas,1965-07-20 00:00:00,Niagara,USA,6-9,230.0,1,53,Forward,Inactive,N,1610612758,Kings,N
116,769,B.J. Armstrong,1967-09-09 00:00:00,Iowa,USA,6-2,185.0,11,11,Guard,Inactive,N,1610612741,Bulls,N
117,2220,Brandon Armstrong,1980-06-16 00:00:00,Pepperdine,USA,6-5,185.0,4,1,Guard,Inactive,N,1610612751,Nets,N
118,353,Darrell Armstrong,1968-06-22 00:00:00,Fayetteville State,USA,6-1,180.0,15,10,Guard,Inactive,N,1610612753,Magic,N
119,200756,Hilton Armstrong,1984-11-23 00:00:00,Connecticut,USA,6-11,235.0,6,57,Forward-Center,Inactive,N,1610612740,Hornets,N
120,76059,Tate Armstrong,1955-10-05 00:00:00,Duke,USA,6-3,175.0,2,14,Guard,Inactive,N,1610612741,Bulls,N
121,76062,Jesse Arnelle,1933-12-30 00:00:00,Penn State,USA,6-5,220.0,1,15-18,Forward,Inactive,N,1610612765,Pistons,N
122,76064,Bob Arnzen,1947-11-03 00:00:00,Notre Dame,USA,6-5,205.0,1,21-30,Forward,Inactive,N,1610612758,Royals,N
123,2306,Carlos Arroyo,1979-07-30 00:00:00,Florida International,Puerto Rico,6-2,200.0,10,45,Guard,Inactive,N,1610612753,Magic,N
124,201589,Darrell Arthur,1988-03-25 00:00:00,Kansas,USA,6-9,235.0,10,00,Forward,Inactive,N,1610612743,Nuggets,N
125,76065,John Arthurs,1947-08-15 00:00:00,Tulane,USA,6-4,185.0,1,12,Guard,Inactive,N,1610612749,Bucks,N
126,1628503,Jamel Artis,1993-01-12 00:00:00,Pittsburgh,USA,6-7,213.0,2,0,Guard,Inactive,N,1610612753,Magic,N
127,201600,Omer Asik,1986-07-04 00:00:00,Fenerbahce,Turkey,7-0,255.0,9,3,Center,Inactive,N,1610612740,Pelicans,N
128,355,Vincent Askew,1966-02-28 00:00:00,Memphis,USA,6-6,210.0,9,,Guard,Inactive,N,0,,N
129,76068,Don Asmonga,1928-02-15 00:00:00,Alliance,USA,6-2,185.0,1,,Guard,Inactive,N,1610610024,Bullets,N
130,76069,Richard Atha,1931-09-21 00:00:00,Indiana State,USA,6-2,190.0,2,7,Guard,Inactive,N,1610612752,Knicks,N
131,1088,Chucky Atkins,1974-08-14 00:00:00,South Florida,USA,5-11,185.0,12,17,Guard,Inactive,N,1610612765,Pistons,N
132,76071,Chet Aubuchon,1916-05-08 00:00:00,Michigan State,USA,5-10,137.0,1,,Guard,Inactive,N,1610610028,Falcons,N
133,278,Stacey Augmon,1968-08-01 00:00:00,UNLV,USA,6-8,213.0,16,2,Forward-Guard,Inactive,N,1610612737,Hawks,N
134,201571,D.J. Augustin,1987-11-10 00:00:00,Texas-Austin,USA,5-11,183.0,14,4,Guard,Active,N,1610612745,Rockets,N
135,200788,James Augustine,1984-02-27 00:00:00,Illinois,USA,6-10,235.0,2,40,Forward,Inactive,N,1610612753,Magic,N
136,1134,Ike Austin,1969-08-18 00:00:00,Arizona State,USA,6-10,288.0,9,,Center,Inactive,N,0,,N
137,76073,John Austin,1944-08-31 00:00:00,Boston College,USA,6-0,170.0,1,34,Guard,Inactive,N,1610612764,Bullets,N
138,138,Anthony Avent,1969-10-18 00:00:00,Seton Hall,USA,6-9,240.0,6,30,Center,Inactive,N,1610612749,Bucks,N
139,76076,William Averitt,1952-07-22 00:00:00,Pepperdine,USA,6-2,170.0,2,15,Guard,Inactive,N,1610612746,Braves,N
140,1895,William Avery,1979-08-08 00:00:00,Duke,USA,6-2,180.0,4,30,Guard,Inactive,N,1610612750,Timberwolves,N
141,76078,Dennis Awtrey,1948-02-22 00:00:00,Santa Clara,USA,6-10,235.0,12,20,Center,Inactive,N,1610612756,Suns,N
142,1630555,Joel Ayayi,2000-03-05 00:00:00,Gonzaga,France,6-4,180.0,2,,Guard,Inactive,N,0,,N
143,202970,Gustavo Ayon,1985-04-01 00:00:00,Baloncesto Fuenlabrada,Mexico,,,3,,,Inactive,N,0,,N
144,201965,Jeff Ayres,1987-04-29 00:00:00,Arizona State,USA,6-9,250.0,7,19,Forward-Center,Inactive,N,1610612759,Spurs,N
145,1629028,Deandre Ayton,1998-07-23 00:00:00,Arizona,Bahamas,7-0,250.0,5,22,Center,Active,N,1610612756,Suns,N
146,101235,Kelenna Azubuike,1983-12-16 00:00:00,Kentucky,United Kingdom,6-5,215.0,5,4,Guard,Inactive,N,1610612744,Warriors,N
147,1628962,Udoka Azubuike,1999-09-17 00:00:00,Kansas,Nigeria,6-11,270.0,3,20,Center-Forward,Active,N,1610612762,Jazz,N
148,203569,Chris Babb,1990-02-14 00:00:00,Iowa State,USA,6-5,225.0,3,52,Guard,Inactive,N,1610612738,Celtics,N
149,202337,Luke Babbitt,1989-06-20 00:00:00,Nevada-Reno,USA,6-9,225.0,9,22,Forward,Inactive,N,1610612740,Pelicans,N
150,76079,Milos Babic,1968-11-23 00:00:00,Tennessee Tech,USA,7-0,240.0,2,00,Center,Inactive,N,1610612739,Cavaliers,N
151,76080,Johnny Bach,1924-07-10 00:00:00,Fordham,USA,6-2,180.0,1,17,Forward,Inactive,N,1610612738,Celtics,N
152,1628407,Dwayne Bacon,1995-08-30 00:00:00,Florida State,USA,6-6,221.0,5,8,Guard-Forward,Inactive,N,1610612753,Magic,N
153,76081,Jim Baechtold,1927-12-09 00:00:00,Eastern Kentucky,USA,6-4,205.0,5,10,Forward,Inactive,N,1610612752,Knicks,N
154,2053,Dalibor Bagaric,1980-07-02 00:00:00,Benston Zagreb,Croatia,7-1,290.0,4,11,Center,Inactive,N,1610612741,Bulls,N
155,76082,John Bagley,1960-04-23 00:00:00,Boston College,USA,6-0,185.0,11,5,Guard,Inactive,N,1610612739,Cavaliers,N
156,1628963,Marvin Bagley III,1999-03-14 00:00:00,Duke,USA,6-10,235.0,5,35,Forward,Active,N,1610612765,Pistons,N
157,76084,Carl Bailey,1958-04-23 00:00:00,Tuskegee,USA,7-0,210.0,1,21,Center,Inactive,N,1610612757,Trail Blazers,N
158,76083,Gus Bailey,1951-02-18 00:00:00,Texas-El Paso,USA,6-5,185.0,5,20,Guard,Inactive,N,1610612745,Rockets,N
159,76085,James Bailey,1957-05-21 00:00:00,Rutgers,USA,6-9,220.0,9,2,Forward,Inactive,N,1610612760,SuperSonics,N
160,1847,Thurl Bailey,1961-04-07 00:00:00,North Carolina State,USA,6-11,247.0,12,41,Forward,Inactive,N,1610612762,Jazz,N
161,1753,Toby Bailey,1975-11-19 00:00:00,UCLA,USA,6-6,213.0,3,11,Guard,Inactive,N,1610612756,Suns,N
162,1858,Mark Baker,1969-11-11 00:00:00,Ohio State,USA,6-1,175.0,1,,Guard,Inactive,N,0,,N
163,2486,Maurice Baker,1979-07-28 00:00:00,Oklahoma State,USA,6-2,200.0,2,,Guard,Inactive,N,0,,N
164,76089,Norm Baker,1923-02-17 00:00:00,Victoria,Canada,6-0,180.0,1,,Guard,Inactive,N,1610610025,Stags,N
165,1627758,Ron Baker,1993-03-30 00:00:00,Wichita State,USA,6-4,220.0,3,,Guard,Inactive,N,0,,N
166,452,Vin Baker,1971-11-23 00:00:00,Hartford,USA,6-11,240.0,13,34,Forward,Inactive,N,1610612760,SuperSonics,N
167,1627735,Wade Baldwin IV,1996-03-29 00:00:00,Vanderbilt,USA,6-4,200.0,3,,Guard,Inactive,N,0,,N
168,1631116,Patrick Baldwin Jr.,2002-11-18 00:00:00,Wisconsin-Milwaukee,USA,6-9,220.0,1,7,Forward,Active,N,1610612744,Warriors,N
169,200764,Renaldo Balkman,1984-07-14 00:00:00,South Carolina,USA,6-8,225.0,7,,Forward,Inactive,N,0,,N
170,76090,Cedric Ball,1968-04-16 00:00:00,North Carolina-Charlotte,USA,6-8,210.0,1,44,Forward,Inactive,N,1610612746,Clippers,N
171,1630163,LaMelo Ball,2001-08-22 00:00:00,Illawarra,USA,6-7,180.0,3,1,Guard,Active,N,1610612766,Hornets,N
172,1629071,LiAngelo Ball,1998-11-24 00:00:00,,USA,,,0,,,Inactive,N,0,,N
173,1628366,Lonzo Ball,1997-10-27 00:00:00,UCLA,USA,6-6,190.0,5,2,Guard,Active,N,1610612741,Bulls,N
174,76091,Greg Ballard,1955-01-29 00:00:00,Oregon,USA,6-7,215.0,11,42,Forward,Inactive,N,1610612764,Bullets,N
175,76092,Herschel Baltimore,1921-06-21 00:00:00,Penn State,USA,6-4,195.0,1,,Forward,Inactive,N,1610610034,Bombers,N
176,1631094,Paolo Banchero,2002-11-12 00:00:00,Duke,USA,6-10,250.0,1,5,Forward,Active,N,1610612753,Magic,N
177,1630217,Desmond Bane,1998-06-25 00:00:00,TCU,USA,6-5,215.0,3,22,Guard,Active,N,1610612763,Grizzlies,N
178,76093,Gene Banks,1959-05-15 00:00:00,Duke,USA,6-7,215.0,6,20,Forward,Inactive,N,1610612759,Spurs,N
179,2556,Marcus Banks,1981-11-19 00:00:00,UNLV,USA,6-2,205.0,9,15,Guard,Inactive,N,1610612738,Celtics,N
180,76094,Ken Bannister,1960-04-01 00:00:00,St. Augustine's,USA,6-9,235.0,5,51,Forward,Inactive,N,1610612752,Knicks,N
181,76095,Mike Bantom,1951-12-03 00:00:00,St. Joseph's (PA),USA,6-9,200.0,9,42,Forward,Inactive,N,1610612754,Pacers,N
182,1630625,Dalano Banton,1999-11-07 00:00:00,Nebraska,Canada,6-7,204.0,2,45,Forward,Active,N,1610612761,Raptors,N
183,1627760,Cat Barber,1994-07-25 00:00:00,North Carolina State,USA,6-1,173.0,1,,Guard,Inactive,N,0,,N
184,76096,John Barber,1927-06-27 00:00:00,California State-Los Angeles,USA,6-6,210.0,1,25,Forward,Inactive,N,1610612737,Hawks,N
185,76097,Stephen Bardo,1968-04-05 00:00:00,Illinois,USA,6-5,190.0,3,25,Guard,Inactive,N,1610612742,Mavericks,N
186,200826,J.J. Barea,1984-06-26 00:00:00,Northeastern,Puerto Rico,5-10,180.0,15,5,Guard,Inactive,N,1610612742,Mavericks,N
187,76098,Cliff Barker,1921-01-15 00:00:00,Kentucky,USA,6-2,185.0,3,,Guard,Inactive,N,1610610030,Olympians,N
188,76099,Tom Barker,1955-03-11 00:00:00,Hawaii,USA,6-11,225.0,2,6,Center,Inactive,N,1610612737,Hawks,N
189,787,Charles Barkley,1963-02-20 00:00:00,Auburn,USA,6-6,252.0,16,34,Forward,Inactive,N,1610612755,76ers,Y
190,2057,Erick Barkley,1978-02-21 00:00:00,St. John's (NY),USA,6-1,185.0,3,1,Guard,Inactive,N,1610612757,Trail Blazers,N
191,76102,Don Barksdale,1923-03-31 00:00:00,UCLA,USA,6-6,200.0,4,17,Forward,Inactive,N,1610612738,Celtics,N
192,1631230,Dominick Barlow,2003-05-26 00:00:00,Overtime Elite,USA,6-9,215.0,1,26,Forward,Active,N,1610612759,Spurs,N
193,203084,Harrison Barnes,1992-05-30 00:00:00,North Carolina,USA,6-8,225.0,11,40,Forward,Active,N,1610612758,Kings,N
194,76105,Jim Barnes,1941-04-13 00:00:00,Texas-El Paso,USA,6-8,210.0,7,12,Center,Inactive,N,1610612738,Celtics,N
195,76104,Marvin Barnes,1952-07-27 00:00:00,Providence,USA,6-9,210.0,4,27,Forward,Inactive,N,1610612746,Clippers,N
196,2440,Matt Barnes,1980-03-09 00:00:00,UCLA,USA,6-7,226.0,15,22,Forward,Inactive,N,1610612746,Clippers,N
